Feature_1,Feature_2,Target
0.1992474462416376,-0.11697552016502584,1
-0.24882028768794578,-0.7311523196381482,1
-0.3544903959655015,-0.7081058964890576,1
-1.590865062356334,-2.011992144335463,0
-0.20083950504878806,1.6349316280333417,1
-0.8324112198271086,0.15599043653708455,0
-1.7920701402317816,1.0778205341565348,0
0.08566069951852703,0.8062671343062994,1
-0.5586529929016766,0.7485952714800637,1
-1.9597426224264232,0.7515279391283651,0
-1.778289474413809,-0.9011458114848963,0
-1.7798585331817427,-0.18152429875881826,0
-0.021941511996591057,-2.980924316139516,1
0.8056343099031197,1.2050013604470764,1
-1.827012138309396,0.783024074940574,0
0.3873072795803456,0.4296868782293467,1
-0.1410866755296707,-0.7322972596356253,1
-1.8795594059181007,-0.8393047619227134,0
-0.18232911351610126,0.8372706212411152,1
-1.7705953279961077,-0.10255323021412495,0
-2.276580284939673,0.6586700117489593,0
-2.0651950213115615,0.9264981887546765,0
-1.3169055101844445,0.10216192741382847,0
1.6104325935502295,0.4688645448376261,1
-1.2165039378374554,0.4543293817210867,0
0.613972301079603,1.8613386049685352,1
-1.7876095659527698,-0.7925599092504032,0
-1.0414916146943165,-1.0004391015148693,0
-2.400675837186087,-0.5381413723219465,0
-1.8038345223304737,0.4402771575271554,0
-1.4407561318208204,0.2704788874093804,0
1.3498997776790105,-0.7586926692482098,1
0.22520166941694947,0.6802322045209007,1
0.5368852675714689,0.17018845154796403,1
0.5548345863192292,-1.011219774649663,1
-0.32178184655120984,-0.8394708961023822,1
-0.9882124767230576,0.9032741196204902,0
0.6739480453775373,1.1698174683828935,1
-1.6091359159370813,0.5346140610142924,0
0.7572719385308917,-0.22100630808289956,1
-1.3259137604190419,-0.6458457125303267,0
-0.9178329263749654,0.21243301717864027,0
-1.3557814669718056,0.9865408276605632,0
1.468696586185109,0.6738292769109254,1
-0.8054071306379358,-0.11323563117394692,0
1.080598160238745,0.9169469262661958,1
0.1466732645708569,0.36452129978588804,1
-1.3732454797397589,-0.7847087357732045,0
-1.0974208934486926,-1.4800413716092518,0
-0.9201747642005302,0.7293176329212606,0
0.2202051295706712,-0.6000013901026012,1
-0.351529200073248,0.14720034053261288,1
-1.4213566730019451,0.35215601038021926,0
0.9441530946945822,0.17388704607530028,1
2.144881912632995,-0.171627551560845,1
-1.526995359816341,0.03763192727976716,0
1.0347931984876917,0.48360467057338213,1
-2.0555113507813587,-0.07909255702726103,0
-1.3324139500263836,0.06158896876198614,0
-0.10615042081668774,-1.2041384572464566,1
0.8991059403778745,0.773243907141584,1
-1.321526936631738,0.7640092002944163,0
-1.964896705639409,1.5720003229389232,0
0.9709978584992316,0.472965156339906,1
0.05207710396418874,0.06420740494541019,1
-0.6639398376973604,1.524691347736834,1
-1.893767196967727,-2.1450828025077433,0
0.5941445957020101,-0.7701427996354265,1
-1.5526152307600487,0.8445576574605369,0
-0.9998802972075714,1.2975306378508211,0
-2.3966425143919516,-0.8427665186956368,0
0.27537437618153543,2.061587403600519,1
1.072337599275782,-0.3036532965958067,1
-1.4577387986944241,-0.16560850046202058,0
1.0666745737763228,1.1696971258767919,1
0.674983442107753,-0.3038554963874896,1
-2.1825455902530813,-0.478897804439605,0
0.9639511450618983,0.2812826216158848,1
-1.315585701404206,0.7041234120915602,0
0.7158602988320597,0.3757600974128568,1
-0.16186653718056437,0.9724754481204457,1
1.3418690022160789,0.5686838100788143,1
-1.460230426427779,-0.3976793442947147,0
1.3764549246944442,-1.0893372864941493,1
-0.3577072699609008,-1.816639394968058,1
-1.864053398192542,1.4177592352205206,0
-1.7826468030136622,0.27098296482888473,0
-1.1892781737559526,-0.5618663862169938,0
0.26654845313679787,0.42168158524773014,1
-1.2880905853728342,-2.9537311605644625,0
0.7516348157335044,0.19492133223386537,1
1.1625425171598727,-0.04578680823262379,1
-1.158900557552354,-0.18860967482994404,0
-1.4869368763116069,0.44635682468977483,0
0.7529281780439266,-1.4981477492577087,1
-2.1233271680097507,0.6619877436988838,0
-1.53599816815034,0.07153264633827658,0
-1.4603471448331211,0.3232363835027039,0
0.8362658232340563,-0.34574200549498296,1
-0.26570626528160207,0.0649992219370919,1
